Gene_Name,Gene_ID,Strand,Start,End,Sequence_Type
CDH12,ENSG00000154162,+,888332,888342,Genomic
CDH12,ENSG00000154162,+,892480,892490,Genomic
CDH12,ENSG00000154162,+,896289,896299,Genomic
CDH12,ENSG00000154162,+,898450,898460,Genomic
CDH12,ENSG00000154162,+,902232,902242,Genomic
CDH12,ENSG00000154162,+,918581,918591,Genomic
CDH12,ENSG00000154162,+,935538,935548,Genomic
CDH12,ENSG00000154162,+,939731,939741,Genomic
CDH12,ENSG00000154162,+,951502,951512,Genomic
CDH12,ENSG00000154162,+,995009,995019,Genomic
CDH12,ENSG00000154162,+,1007364,1007374,Genomic
CDH12,ENSG00000154162,+,1007505,1007515,Genomic
CDH12,ENSG00000154162,+,1016923,1016933,Genomic
CDH12,ENSG00000154162,+,1022491,1022501,Genomic
CDH12,ENSG00000154162,+,1024308,1024318,Genomic
CDH12,ENSG00000154162,+,1027747,1027757,Genomic
CDH12,ENSG00000154162,+,1028273,1028283,Genomic
CDH12,ENSG00000154162,+,1034437,1034447,Genomic
CDH12,ENSG00000154162,+,1035653,1035663,Genomic
CDH12,ENSG00000154162,+,1038178,1038188,Genomic
CDH12,ENSG00000154162,+,1049668,1049678,Genomic
CDH12,ENSG00000154162,+,1051682,1051692,Genomic
CDH12,ENSG00000154162,+,1053319,1053329,Genomic
CDH12,ENSG00000154162,+,1055157,1055167,Genomic
CDH12,ENSG00000154162,+,1059525,1059535,Genomic
CDH12,ENSG00000154162,+,1074621,1074631,Genomic
CDH12,ENSG00000154162,+,1077737,1077747,Genomic
CDH12,ENSG00000154162,+,1081444,1081454,Genomic
CDH12,ENSG00000154162,+,1091122,1091132,Genomic
CDH12,ENSG00000154162,+,1102157,1102167,Genomic
CDH12,ENSG00000154162,+,1103101,1103111,Genomic
CDH12,ENSG00000154162,-,7942,7952,Genomic
CDH12,ENSG00000154162,-,9179,9189,Genomic
CDH12,ENSG00000154162,-,35037,35047,Genomic
CDH12,ENSG00000154162,-,37961,37971,Genomic
CDH12,ENSG00000154162,-,73947,73957,Genomic
CDH12,ENSG00000154162,-,87781,87791,Genomic
CDH12,ENSG00000154162,-,102727,102737,Genomic
CDH12,ENSG00000154162,-,107316,107326,Genomic
CDH12,ENSG00000154162,-,116278,116288,Genomic
CDH12,ENSG00000154162,-,119398,119408,Genomic
CDH12,ENSG00000154162,-,128487,128497,Genomic
CDH12,ENSG00000154162,-,135432,135442,Genomic
CDH12,ENSG00000154162,-,136983,136993,Genomic
CDH12,ENSG00000154162,-,150101,150111,Genomic
CDH12,ENSG00000154162,-,155065,155075,Genomic
CDH12,ENSG00000154162,-,169407,169417,Genomic
CDH12,ENSG00000154162,-,195799,195809,Genomic
CDH12,ENSG00000154162,-,201748,201758,Genomic
CDH12,ENSG00000154162,-,216381,216391,Genomic
CDH12,ENSG00000154162,-,224831,224841,Genomic
CDH12,ENSG00000154162,-,226238,226248,Genomic
CDH12,ENSG00000154162,-,226327,226337,Genomic
CDH12,ENSG00000154162,-,240658,240668,Genomic
CDH12,ENSG00000154162,-,255656,255666,Genomic
CDH12,ENSG00000154162,-,260781,260791,Genomic
CDH12,ENSG00000154162,-,277103,277113,Genomic
CDH12,ENSG00000154162,-,280870,280880,Genomic
CDH12,ENSG00000154162,-,291269,291279,Genomic
CDH12,ENSG00000154162,-,295742,295752,Genomic
CDH12,ENSG00000154162,-,298414,298424,Genomic
CDH12,ENSG00000154162,-,300966,300976,Genomic
CDH12,ENSG00000154162,-,304010,304020,Genomic
CDH12,ENSG00000154162,-,306322,306332,Genomic
CDH12,ENSG00000154162,-,312366,312376,Genomic
CDH12,ENSG00000154162,-,319184,319194,Genomic
CDH12,ENSG00000154162,-,332446,332456,Genomic
CDH12,ENSG00000154162,-,342977,342987,Genomic
CDH12,ENSG00000154162,-,344128,344138,Genomic
CDH12,ENSG00000154162,-,346722,346732,Genomic
CDH12,ENSG00000154162,-,349464,349474,Genomic
CDH12,ENSG00000154162,-,350535,350545,Genomic
CDH12,ENSG00000154162,-,352538,352548,Genomic
CDH12,ENSG00000154162,-,363273,363283,Genomic
CDH12,ENSG00000154162,-,363344,363354,Genomic
CDH12,ENSG00000154162,-,369130,369140,Genomic
CDH12,ENSG00000154162,-,383818,383828,Genomic
CDH12,ENSG00000154162,-,398661,398671,Genomic
CDH12,ENSG00000154162,-,419600,419610,Genomic
CDH12,ENSG00000154162,-,422057,422067,Genomic
CDH12,ENSG00000154162,-,423378,423388,Genomic
CDH12,ENSG00000154162,-,429797,429807,Genomic
CDH12,ENSG00000154162,-,437026,437036,Genomic
CDH12,ENSG00000154162,-,437194,437204,Genomic
CDH12,ENSG00000154162,-,442691,442701,Genomic
CDH12,ENSG00000154162,-,448247,448257,Genomic
CDH12,ENSG00000154162,-,451024,451034,Genomic
CDH12,ENSG00000154162,-,469288,469298,Genomic
CDH12,ENSG00000154162,-,470276,470286,Genomic
CDH12,ENSG00000154162,-,473691,473701,Genomic
CDH12,ENSG00000154162,-,478491,478501,Genomic
CDH12,ENSG00000154162,-,482421,482431,Genomic
CDH12,ENSG00000154162,-,486521,486531,Genomic
CDH12,ENSG00000154162,-,496655,496665,Genomic
CDH12,ENSG00000154162,-,518808,518818,Genomic
CDH12,ENSG00000154162,-,519346,519356,Genomic
CDH12,ENSG00000154162,-,520622,520632,Genomic
CDH12,ENSG00000154162,-,525104,525114,Genomic
CDH12,ENSG00000154162,-,525154,525164,Genomic
CDH12,ENSG00000154162,-,537958,537968,Genomic
CDH12,ENSG00000154162,-,544819,544829,Genomic
CDH12,ENSG00000154162,-,547480,547490,Genomic
CDH12,ENSG00000154162,-,561999,562009,Genomic
CDH12,ENSG00000154162,-,562263,562273,Genomic
CDH12,ENSG00000154162,-,563027,563037,Genomic
CDH12,ENSG00000154162,-,564720,564730,Genomic
CDH12,ENSG00000154162,-,570214,570224,Genomic
CDH12,ENSG00000154162,-,570670,570680,Genomic
CDH12,ENSG00000154162,-,578392,578402,Genomic
CDH12,ENSG00000154162,-,602106,602116,Genomic
CDH12,ENSG00000154162,-,607252,607262,Genomic
CDH12,ENSG00000154162,-,609110,609120,Genomic
CDH12,ENSG00000154162,-,609132,609142,Genomic
CDH12,ENSG00000154162,-,610368,610378,Genomic
CDH12,ENSG00000154162,-,610406,610416,Genomic
CDH12,ENSG00000154162,-,651123,651133,Genomic
CDH12,ENSG00000154162,-,664114,664124,Genomic
CDH12,ENSG00000154162,-,665923,665933,Genomic
CDH12,ENSG00000154162,-,668322,668332,Genomic
CDH12,ENSG00000154162,-,675833,675843,Genomic
CDH12,ENSG00000154162,-,694579,694589,Genomic
CDH12,ENSG00000154162,-,724271,724281,Genomic
CDH12,ENSG00000154162,-,726636,726646,Genomic
CDH12,ENSG00000154162,-,737542,737552,Genomic
CDH12,ENSG00000154162,-,740659,740669,Genomic
CDH12,ENSG00000154162,-,743482,743492,Genomic
CDH12,ENSG00000154162,-,744862,744872,Genomic
CDH12,ENSG00000154162,-,744956,744966,Genomic
CDH12,ENSG00000154162,-,749396,749406,Genomic
CDH12,ENSG00000154162,-,764508,764518,Genomic
CDH12,ENSG00000154162,-,785835,785845,Genomic
CDH12,ENSG00000154162,-,795114,795124,Genomic
CDH12,ENSG00000154162,-,795128,795138,Genomic
CDH12,ENSG00000154162,-,800630,800640,Genomic
CDH12,ENSG00000154162,-,808387,808397,Genomic
CDH12,ENSG00000154162,-,813852,813862,Genomic
CDH12,ENSG00000154162,-,817145,817155,Genomic
CDH12,ENSG00000154162,-,836170,836180,Genomic
CDH12,ENSG00000154162,-,841411,841421,Genomic
CDH12,ENSG00000154162,-,841460,841470,Genomic
CDH12,ENSG00000154162,-,858300,858310,Genomic
CDH12,ENSG00000154162,-,865919,865929,Genomic
CDH12,ENSG00000154162,-,879236,879246,Genomic
CDH12,ENSG00000154162,-,887871,887881,Genomic
CDH12,ENSG00000154162,-,903408,903418,Genomic
CDH12,ENSG00000154162,-,920184,920194,Genomic
CDH12,ENSG00000154162,-,925281,925291,Genomic
CDH12,ENSG00000154162,-,925528,925538,Genomic
CDH12,ENSG00000154162,-,929719,929729,Genomic
CDH12,ENSG00000154162,-,932203,932213,Genomic
CDH12,ENSG00000154162,-,949010,949020,Genomic
CDH12,ENSG00000154162,-,950781,950791,Genomic
CDH12,ENSG00000154162,-,951263,951273,Genomic
CDH12,ENSG00000154162,-,969430,969440,Genomic
CDH12,ENSG00000154162,-,970089,970099,Genomic
CDH12,ENSG00000154162,-,972709,972719,Genomic
CDH12,ENSG00000154162,-,974912,974922,Genomic
CDH12,ENSG00000154162,-,974935,974945,Genomic
CDH12,ENSG00000154162,-,974952,974962,Genomic
CDH12,ENSG00000154162,-,975019,975029,Genomic
CDH12,ENSG00000154162,-,997385,997395,Genomic
CDH12,ENSG00000154162,-,1014104,1014114,Genomic
CDH12,ENSG00000154162,-,1015627,1015637,Genomic
CDH12,ENSG00000154162,-,1017387,1017397,Genomic
CDH12,ENSG00000154162,-,1030078,1030088,Genomic
CDH12,ENSG00000154162,-,1031867,1031877,Genomic
CDH12,ENSG00000154162,-,1042753,1042763,Genomic
CDH12,ENSG00000154162,-,1064534,1064544,Genomic
CDH12,ENSG00000154162,-,1068325,1068335,Genomic
CDH12,ENSG00000154162,-,1079157,1079167,Genomic
CDH12,ENSG00000154162,-,1082095,1082105,Genomic
CDH12,ENSG00000154162,-,1085347,1085357,Genomic
CDH12,ENSG00000154162,-,1089161,1089171,Genomic
CDH12,ENSG00000154162,-,1090394,1090404,Genomic
CDH12,ENSG00000154162,-,1094965,1094975,Genomic
CDH12,ENSG00000154162,-,1098432,1098442,Genomic
CDH12,ENSG00000154162,-,1102696,1102706,Genomic
CDH12,ENSG00000154162,+,3243,3253,Transcript
CDH12,ENSG00000154162,+,4187,4197,Transcript
CDH12,ENSG00000154162,-,3782,3792,Transcript
DNAJC17,ENSG00000104129,-,17919,17929,Genomic
CARS2,ENSG00000134905,+,46362,46372,Genomic
CARS2,ENSG00000134905,+,46694,46704,Genomic
CARS2,ENSG00000134905,+,49932,49942,Genomic
CARS2,ENSG00000134905,-,14543,14553,Genomic
CARS2,ENSG00000134905,-,30592,30602,Genomic
CARS2,ENSG00000134905,-,50887,50897,Genomic
CARS2,ENSG00000134905,-,55762,55772,Genomic
CARS2,ENSG00000134905,-,57599,57609,Genomic
CARS2,ENSG00000134905,-,57635,57645,Genomic
CARS2,ENSG00000134905,-,59142,59152,Genomic
CARS2,ENSG00000134905,-,59158,59168,Genomic
CARS2,ENSG00000134905,+,872,882,Transcript
SEC62,ENSG00000008952,+,16614,16624,Genomic
SEC62,ENSG00000008952,+,26801,26811,Genomic
SEC62,ENSG00000008952,+,31654,31664,Genomic
SEC62,ENSG00000008952,-,11558,11568,Genomic
SEC62,ENSG00000008952,-,29252,29262,Genomic
SEC62,ENSG00000008952,-,31258,31268,Genomic
SEC62,ENSG00000008952,+,309,319,Transcript
SEC62,ENSG00000008952,+,1088,1098,Transcript
SEC62,ENSG00000008952,+,5941,5951,Transcript
SEC62,ENSG00000008952,-,3539,3549,Transcript
SEC62,ENSG00000008952,-,5545,5555,Transcript
SPPL2B,ENSG00000005206,-,17881,17891,Genomic
ORC3,ENSG00000135336,+,3214,3224,Genomic
ORC3,ENSG00000135336,+,22361,22371,Genomic
ORC3,ENSG00000135336,+,29646,29656,Genomic
ORC3,ENSG00000135336,+,50446,50456,Genomic
ORC3,ENSG00000135336,+,63904,63914,Genomic
ORC3,ENSG00000135336,+,69925,69935,Genomic
ORC3,ENSG00000135336,+,73977,73987,Genomic
ORC3,ENSG00000135336,+,86052,86062,Genomic
ORC3,ENSG00000135336,+,88170,88180,Genomic
ORC3,ENSG00000135336,-,2158,2168,Genomic
ORC3,ENSG00000135336,-,14644,14654,Genomic
ORC3,ENSG00000135336,-,15330,15340,Genomic
ORC3,ENSG00000135336,-,24469,24479,Genomic
ORC3,ENSG00000135336,-,27573,27583,Genomic
ORC3,ENSG00000135336,-,27806,27816,Genomic
ORC3,ENSG00000135336,-,32464,32474,Genomic
ORC3,ENSG00000135336,-,39235,39245,Genomic
ORC3,ENSG00000135336,-,40244,40254,Genomic
ORC3,ENSG00000135336,-,44771,44781,Genomic
ORC3,ENSG00000135336,-,55824,55834,Genomic
ORC3,ENSG00000135336,-,60887,60897,Genomic
ORC3,ENSG00000135336,-,69052,69062,Genomic
ORC3,ENSG00000135336,-,80612,80622,Genomic
POFUT1,ENSG00000101346,+,13592,13602,Genomic
POFUT1,ENSG00000101346,+,20182,20192,Genomic
POFUT1,ENSG00000101346,+,24382,24392,Genomic
POFUT1,ENSG00000101346,-,15213,15223,Genomic
POFUT1,ENSG00000101346,-,25429,25439,Genomic
FAAH,ENSG00000117480,+,19000,19010,Genomic
FAAH,ENSG00000117480,-,12749,12759,Genomic
MTHFD1,ENSG00000100714,+,20452,20462,Genomic
MTHFD1,ENSG00000100714,+,35219,35229,Genomic
MTHFD1,ENSG00000100714,+,35455,35465,Genomic
MTHFD1,ENSG00000100714,+,35724,35734,Genomic
MTHFD1,ENSG00000100714,+,49660,49670,Genomic
MTHFD1,ENSG00000100714,-,3614,3624,Genomic
MTHFD1,ENSG00000100714,-,35756,35766,Genomic
MTHFD1,ENSG00000100714,-,37983,37993,Genomic
MTHFD1,ENSG00000100714,-,39503,39513,Genomic
MTHFD1,ENSG00000100714,-,43524,43534,Genomic
MTHFD1,ENSG00000100714,-,43536,43546,Genomic
MTHFD1,ENSG00000100714,-,48016,48026,Genomic
MTHFD1,ENSG00000100714,-,48283,48293,Genomic
MTHFD1,ENSG00000100714,-,73130,73140,Genomic
ELOVL4,ENSG00000118402,+,3203,3213,Genomic
ELOVL4,ENSG00000118402,+,8565,8575,Genomic
ELOVL4,ENSG00000118402,+,17477,17487,Genomic
ELOVL4,ENSG00000118402,+,19949,19959,Genomic
ELOVL4,ENSG00000118402,+,22580,22590,Genomic
ELOVL4,ENSG00000118402,-,25208,25218,Genomic
ELOVL4,ENSG00000118402,-,31278,31288,Genomic
ELOVL4,ENSG00000118402,-,1051,1061,Transcript
RDH12,ENSG00000139988,+,3284,3294,Genomic
RDH12,ENSG00000139988,+,16778,16788,Genomic
RDH12,ENSG00000139988,-,10133,10143,Genomic
RDH12,ENSG00000139988,-,19003,19013,Genomic
RDH12,ENSG00000139988,-,20306,20316,Genomic
AURKA,ENSG00000087586,+,5768,5778,Genomic
AURKA,ENSG00000087586,+,16838,16848,Genomic
AURKA,ENSG00000087586,-,13255,13265,Genomic
AURKA,ENSG00000087586,-,16229,16239,Genomic
AURKA,ENSG00000087586,-,16901,16911,Genomic
AURKA,ENSG00000087586,-,17767,17777,Genomic
ACLY,ENSG00000131473,+,24788,24798,Genomic
ACLY,ENSG00000131473,-,33362,33372,Genomic
ACLY,ENSG00000131473,-,62413,62423,Genomic
ACLY,ENSG00000131473,-,63562,63572,Genomic
ACLY,ENSG00000131473,-,3730,3740,Transcript
COPS5,ENSG00000121022,+,5945,5955,Genomic
COPS5,ENSG00000121022,+,10250,10260,Genomic
COPS5,ENSG00000121022,+,17155,17165,Genomic
COPS5,ENSG00000121022,+,24351,24361,Genomic
COPS5,ENSG00000121022,-,10732,10742,Genomic
COPS5,ENSG00000121022,-,15607,15617,Genomic
COPS5,ENSG00000121022,-,34805,34815,Genomic
SON,ENSG00000159140,+,7063,7073,Genomic
SON,ENSG00000159140,+,12404,12414,Genomic
SON,ENSG00000159140,-,4421,4431,Genomic
SON,ENSG00000159140,-,24464,24474,Genomic
SON,ENSG00000159140,+,424,434,Transcript
SON,ENSG00000159140,+,5765,5775,Transcript
STK32B,ENSG00000152953,+,16580,16590,Genomic
STK32B,ENSG00000152953,+,41029,41039,Genomic
STK32B,ENSG00000152953,+,60530,60540,Genomic
STK32B,ENSG00000152953,+,70720,70730,Genomic
STK32B,ENSG00000152953,+,95318,95328,Genomic
STK32B,ENSG00000152953,+,133730,133740,Genomic
STK32B,ENSG00000152953,+,167425,167435,Genomic
STK32B,ENSG00000152953,+,180675,180685,Genomic
STK32B,ENSG00000152953,+,186630,186640,Genomic
STK32B,ENSG00000152953,+,206969,206979,Genomic
STK32B,ENSG00000152953,+,216761,216771,Genomic
STK32B,ENSG00000152953,+,219014,219024,Genomic
STK32B,ENSG00000152953,+,219735,219745,Genomic
STK32B,ENSG00000152953,+,227592,227602,Genomic
STK32B,ENSG00000152953,+,232413,232423,Genomic
STK32B,ENSG00000152953,+,232922,232932,Genomic
STK32B,ENSG00000152953,+,233938,233948,Genomic
STK32B,ENSG00000152953,+,250809,250819,Genomic
STK32B,ENSG00000152953,+,258389,258399,Genomic
STK32B,ENSG00000152953,+,260470,260480,Genomic
STK32B,ENSG00000152953,+,285457,285467,Genomic
STK32B,ENSG00000152953,+,300923,300933,Genomic
STK32B,ENSG00000152953,+,302911,302921,Genomic
STK32B,ENSG00000152953,+,317127,317137,Genomic
STK32B,ENSG00000152953,+,323163,323173,Genomic
STK32B,ENSG00000152953,+,332118,332128,Genomic
STK32B,ENSG00000152953,+,357619,357629,Genomic
STK32B,ENSG00000152953,+,359401,359411,Genomic
STK32B,ENSG00000152953,+,396657,396667,Genomic
STK32B,ENSG00000152953,+,411548,411558,Genomic
STK32B,ENSG00000152953,+,421701,421711,Genomic
STK32B,ENSG00000152953,+,423516,423526,Genomic
STK32B,ENSG00000152953,+,437317,437327,Genomic
STK32B,ENSG00000152953,-,9417,9427,Genomic
STK32B,ENSG00000152953,-,27920,27930,Genomic
STK32B,ENSG00000152953,-,31651,31661,Genomic
STK32B,ENSG00000152953,-,49519,49529,Genomic
STK32B,ENSG00000152953,-,49649,49659,Genomic
STK32B,ENSG00000152953,-,49671,49681,Genomic
STK32B,ENSG00000152953,-,51989,51999,Genomic
STK32B,ENSG00000152953,-,65685,65695,Genomic
STK32B,ENSG00000152953,-,66149,66159,Genomic
STK32B,ENSG00000152953,-,68977,68987,Genomic
STK32B,ENSG00000152953,-,94851,94861,Genomic
STK32B,ENSG00000152953,-,117648,117658,Genomic
STK32B,ENSG00000152953,-,145313,145323,Genomic
STK32B,ENSG00000152953,-,174530,174540,Genomic
STK32B,ENSG00000152953,-,174827,174837,Genomic
STK32B,ENSG00000152953,-,189047,189057,Genomic
STK32B,ENSG00000152953,-,196837,196847,Genomic
STK32B,ENSG00000152953,-,213389,213399,Genomic
STK32B,ENSG00000152953,-,214740,214750,Genomic
STK32B,ENSG00000152953,-,231898,231908,Genomic
STK32B,ENSG00000152953,-,239410,239420,Genomic
STK32B,ENSG00000152953,-,240662,240672,Genomic
STK32B,ENSG00000152953,-,241482,241492,Genomic
STK32B,ENSG00000152953,-,242068,242078,Genomic
STK32B,ENSG00000152953,-,250495,250505,Genomic
STK32B,ENSG00000152953,-,250640,250650,Genomic
STK32B,ENSG00000152953,-,253693,253703,Genomic
STK32B,ENSG00000152953,-,254410,254420,Genomic
STK32B,ENSG00000152953,-,264687,264697,Genomic
STK32B,ENSG00000152953,-,271703,271713,Genomic
STK32B,ENSG00000152953,-,275571,275581,Genomic
STK32B,ENSG00000152953,-,286007,286017,Genomic
STK32B,ENSG00000152953,-,306722,306732,Genomic
STK32B,ENSG00000152953,-,313516,313526,Genomic
STK32B,ENSG00000152953,-,324693,324703,Genomic
STK32B,ENSG00000152953,-,330698,330708,Genomic
STK32B,ENSG00000152953,-,349279,349289,Genomic
STK32B,ENSG00000152953,-,359450,359460,Genomic
STK32B,ENSG00000152953,-,361353,361363,Genomic
STK32B,ENSG00000152953,-,365844,365854,Genomic
STK32B,ENSG00000152953,-,375112,375122,Genomic
STK32B,ENSG00000152953,-,401635,401645,Genomic
STK32B,ENSG00000152953,-,425344,425354,Genomic
STK32B,ENSG00000152953,-,428087,428097,Genomic
STK32B,ENSG00000152953,-,428757,428767,Genomic
STK32B,ENSG00000152953,-,437585,437595,Genomic
CDH10,ENSG00000040731,+,4706,4716,Genomic
CDH10,ENSG00000040731,+,5883,5893,Genomic
CDH10,ENSG00000040731,+,12277,12287,Genomic
CDH10,ENSG00000040731,+,13118,13128,Genomic
CDH10,ENSG00000040731,+,13130,13140,Genomic
CDH10,ENSG00000040731,+,13746,13756,Genomic
CDH10,ENSG00000040731,+,45461,45471,Genomic
CDH10,ENSG00000040731,+,53382,53392,Genomic
CDH10,ENSG00000040731,+,62936,62946,Genomic
CDH10,ENSG00000040731,+,67917,67927,Genomic
CDH10,ENSG00000040731,+,86519,86529,Genomic
CDH10,ENSG00000040731,+,90176,90186,Genomic
CDH10,ENSG00000040731,+,94312,94322,Genomic
CDH10,ENSG00000040731,+,110434,110444,Genomic
CDH10,ENSG00000040731,+,137160,137170,Genomic
CDH10,ENSG00000040731,+,155485,155495,Genomic
CDH10,ENSG00000040731,-,5221,5231,Genomic
CDH10,ENSG00000040731,-,13469,13479,Genomic
CDH10,ENSG00000040731,-,14881,14891,Genomic
CDH10,ENSG00000040731,-,18089,18099,Genomic
CDH10,ENSG00000040731,-,21604,21614,Genomic
CDH10,ENSG00000040731,-,24940,24950,Genomic
CDH10,ENSG00000040731,-,41603,41613,Genomic
CDH10,ENSG00000040731,-,41624,41634,Genomic
CDH10,ENSG00000040731,-,44716,44726,Genomic
CDH10,ENSG00000040731,-,55401,55411,Genomic
CDH10,ENSG00000040731,-,72540,72550,Genomic
CDH10,ENSG00000040731,-,86777,86787,Genomic
CDH10,ENSG00000040731,-,96294,96304,Genomic
CDH10,ENSG00000040731,-,96463,96473,Genomic
CDH10,ENSG00000040731,-,104875,104885,Genomic
CDH10,ENSG00000040731,-,105348,105358,Genomic
CDH10,ENSG00000040731,-,110723,110733,Genomic
CDH10,ENSG00000040731,-,114889,114899,Genomic
CDH10,ENSG00000040731,-,117642,117652,Genomic
CDH10,ENSG00000040731,-,137707,137717,Genomic
CDH10,ENSG00000040731,-,148347,148357,Genomic
CDH10,ENSG00000040731,-,149591,149601,Genomic
CDH10,ENSG00000040731,-,152538,152548,Genomic
CDH10,ENSG00000040731,-,156115,156125,Genomic
DHCR7,ENSG00000172893,+,1772,1782,Genomic
SASH3,ENSG00000122122,+,5146,5156,Genomic
SASH3,ENSG00000122122,+,7854,7864,Genomic
SASH3,ENSG00000122122,+,9712,9722,Genomic
CHRAC1,ENSG00000104472,-,3669,3679,Genomic
CHRAC1,ENSG00000104472,-,436,446,Transcript
TLN1,ENSG00000137076,+,12066,12076,Genomic
TLN1,ENSG00000137076,-,18844,18854,Genomic
TLN1,ENSG00000137076,-,18896,18906,Genomic
TLN1,ENSG00000137076,-,18998,19008,Genomic
TLN1,ENSG00000137076,-,20464,20474,Genomic
TLN1,ENSG00000137076,-,26816,26826,Genomic
TLN1,ENSG00000137076,-,28144,28154,Genomic
TLN1,ENSG00000137076,-,29355,29365,Genomic
COL17A1,ENSG00000065618,+,40130,40140,Genomic
COL17A1,ENSG00000065618,-,273,283,Genomic
COL17A1,ENSG00000065618,-,4971,4981,Genomic
COL17A1,ENSG00000065618,-,9725,9735,Genomic
COL17A1,ENSG00000065618,-,18501,18511,Genomic
COL17A1,ENSG00000065618,-,18563,18573,Genomic
COL17A1,ENSG00000065618,-,27416,27426,Genomic
COL17A1,ENSG00000065618,-,29773,29783,Genomic
COL17A1,ENSG00000065618,-,36686,36696,Genomic
C12orf45,ENSG00000151131,+,14683,14693,Genomic
C12orf45,ENSG00000151131,+,14716,14726,Genomic
C12orf45,ENSG00000151131,+,17692,17702,Genomic
C12orf45,ENSG00000151131,+,18874,18884,Genomic
C12orf45,ENSG00000151131,+,81425,81435,Genomic
C12orf45,ENSG00000151131,+,82722,82732,Genomic
C12orf45,ENSG00000151131,+,82923,82933,Genomic
C12orf45,ENSG00000151131,+,88673,88683,Genomic
C12orf45,ENSG00000151131,-,347,357,Genomic
C12orf45,ENSG00000151131,-,4595,4605,Genomic
C12orf45,ENSG00000151131,-,6119,6129,Genomic
C12orf45,ENSG00000151131,-,15671,15681,Genomic
C12orf45,ENSG00000151131,-,21480,21490,Genomic
C12orf45,ENSG00000151131,-,37261,37271,Genomic
C12orf45,ENSG00000151131,-,40476,40486,Genomic
C12orf45,ENSG00000151131,-,55444,55454,Genomic
C12orf45,ENSG00000151131,-,87544,87554,Genomic
C12orf45,ENSG00000151131,+,6397,6407,Transcript
C12orf45,ENSG00000151131,+,6430,6440,Transcript
C12orf45,ENSG00000151131,+,9406,9416,Transcript
C12orf45,ENSG00000151131,+,10588,10598,Transcript
C12orf45,ENSG00000151131,-,7385,7395,Transcript
C12orf45,ENSG00000151131,-,13194,13204,Transcript
IGBP1,ENSG00000089289,+,12105,12115,Genomic
IGBP1,ENSG00000089289,+,13137,13147,Genomic
IGBP1,ENSG00000089289,+,19709,19719,Genomic
IGBP1,ENSG00000089289,+,22596,22606,Genomic
IGBP1,ENSG00000089289,+,25385,25395,Genomic
IGBP1,ENSG00000089289,-,15597,15607,Genomic
TMEM71,ENSG00000165071,+,39673,39683,Genomic
TMEM71,ENSG00000165071,+,48361,48371,Genomic
TMEM71,ENSG00000165071,+,72970,72980,Genomic
TMEM71,ENSG00000165071,-,10991,11001,Genomic
TMEM71,ENSG00000165071,-,11155,11165,Genomic
TMEM71,ENSG00000165071,-,14673,14683,Genomic
TMEM71,ENSG00000165071,-,15026,15036,Genomic
TMEM71,ENSG00000165071,-,20550,20560,Genomic
TMEM71,ENSG00000165071,-,21983,21993,Genomic
TMEM71,ENSG00000165071,-,27558,27568,Genomic
TMEM71,ENSG00000165071,-,60501,60511,Genomic
